danceability (bin);key;track_id (song_features.csv);acousticness;danceability;duration_ms;energy;instrumentalness;liveness;loudness;mode;speechiness;tempo;valence
0.27;1;7wR5r0KYGXBpyWXCdyYs3F;0,00949;0,29;225213;0,889;0;0,0821;-2,611;1;0,159;98,835;0,651
0.30;1;4PS1e8f2LvuTFgUs1Cn3ON;0,92;0,319;192160;0,21;8,06e-05;0,138;-15,231;1;0,0341;78,696;0,209
0.33;1;0v2LUO8oTHnkjQ8MmKuXyk;0,942;0,336;37640;0,231;0;0,188;-6,217;1;0,0497;168,685;0,429
0.36;1;1FmdAhS8FqRoEJ4jcSfuKZ;0,00606;0,39;298133;0,779;0;0,291;-5,612;1;0,243;175,89;0,213
0.39;1;1uru26I2JKd2mQZt0MDCUe;0,215;0,404;214227;0,531;0;0,0521;-4,328;1;0,103;164,848;0,321
0.39;1;5Psnhdkyanjpgc2P8A5TSM;0,0249;0,413;302173;0,677;0;0,0793;-5,12;1;0,255;172,501;0,0845
0.45;1;2uFaJJtFpPDc5Pa95XzTvg;0,912;0,452;117147;0,24;2,45e-06;0,175;-14,014;1;0,0351;134,005;0,701
0.48;1;7yq4Qj7cqayVTp3FF9CWbm;0,431;0,484;204280;0,731;0;0,151;-6,694;1;0,0379;101,654;0,51
0.48;1;79a2ejVzj2SpXkpWdfv1Co;0,777;0,485;175987;0,297;0;0,124;-12,332;1;0,0794;154,639;0,622
0.51;1;5bJ1DrEM4hNCafcDd1oxHx;0,367;0,52;345133;0,538;0,00187;0,119;-8,109;1;0,206;141,894;0,177
0.51;1;4edS9dC0JPBlSS4p4gMOT0;0,0651;0,539;199227;0,651;0;0,0662;-5,304;1;0,0432;105,159;0,474
0.51;1;6LKYeyLt4G4SlZ6OJwFhVS;0,0651;0,539;199227;0,651;0;0,0662;-5,304;1;0,0432;105,159;0,474
0.54;1;4eVkn18rN4GguUWOsR6Use;0,189;0,569;251280;0,793;0;0,111;-3,749;1;0,0405;108,048;0,45
0.57;1;4xkOaSrkexMciUUogZKVTS;0,0757;0,572;297893;0,853;0;0,0798;-3,203;1;0,217;171,297;0,102
0.57;1;15kQGEy89K8deJcZVFEn0N;0,0558;0,575;197947;0,571;0;0,0912;-7,906;1;0,0439;105,049;0,449
0.57;1;4NBTZtAt1F13VvlSKe6KTl;0,0558;0,575;197947;0,571;0;0,0912;-7,906;1;0,0439;105,049;0,449
0.57;1;32h59T8q2SonUPJ006lyXt;0,0687;0,575;241507;0,744;0;0,0723;-5,466;1;0,0603;183,79;0,701
0.57;1;5Q2P43CJra0uRAogjHyJDK;0,738;0,583;173560;0,572;0;0,266;-4,776;1;0,0366;113,998;0,684
0.57;1;0Xcy81PsJCOO6mhLZaQyQ4;0,748;0,599;215413;0,317;0;0,111;-11,212;1;0,174;148,09;0,203
0.60;1;5OCJzvD7sykQEKHH7qAC3C;0,0233;0,602;197547;0,658;6e-05;0,237;-5,934;1;0,0558;145,031;0,268
0.60;1;7gkWXbAxIYuvtOpcN3p9GJ;0,0268;0,604;197573;0,673;3,32e-05;0,187;-5,979;1;0,0545;144,971;0,287
0.60;1;6XAdcAseYtijN0QUnQFsH2;0,698;0,605;178720;0,664;0;0,121;-8,95;1;0,0274;103,178;0,886
0.60;1;3TgMcrV32NUKjEG2ujn9eh;0,000297;0,618;248336;0,824;6,87e-05;0,0649;-5,316;1;0,0301;121,238;0,598
0.60;1;0D4yVl9Pn45xW2s63MFCmT;0,000254;0,618;248336;0,837;0,000378;0,0618;-5,338;1;0,0304;121,227;0,526
0.60;1;4gnZPWL9c1ZunZuqc8Asbu;0,374;0,625;194733;0,6;0,0248;0,151;-7,75;1;0,0291;85,959;0,18
0.63;1;4uHscE8VF6F6mKU3ECjIKr;0,0366;0,637;167107;0,856;0,0308;0,0809;-5,649;1;0,0337;160,068;0,285
0.63;1;4kQazx3VMaDKUG1IIaC94i;0,0366;0,637;167107;0,856;0,0308;0,0809;-5,649;1;0,0337;160,068;0,285
0.63;1;0u695M7KyzXaPIjpEbxOkB;0,0214;0,651;304512;0,833;0;0,14;-3,356;1;0,172;155,051;0,443
0.63;1;2tnlNVAhuQGgoFJxALVeXx;0,0459;0,655;190412;0,835;0;0,409;-3,451;1;0,059;91,035;0,165
0.63;1;6fI3tBVND8zUXZi9rr2Yps;0,123;0,657;165517;0,613;0;0,314;-7,308;1;0,465;174,027;0,485
0.63;1;5Tp5zlCgbwXLMa3pgYsNMl;0,172;0,657;221781;0,76;0;0,149;-3,446;1;0,0505;156,082;0,425
0.66;1;29tc0GbW0pTSBZSCZF3NWk;0,0414;0,665;175755;0,651;0;0,0896;-5,515;1;0,156;163,935;0,237
0.66;1;3AlpkljBS1AU7HFVPms8K6;0,0205;0,669;206533;0,854;0;0,047;-4,486;1;0,0999;93,057;0,707
0.66;1;7cW1wHpSLYgKWzoWlOCPFJ;0,106;0,672;169826;0,565;0;0,113;-6,504;1;0,441;163,827;0,313
0.66;1;1VGzxJnVQND7Cg5H5wGj14;0,619;0,672;174358;0,588;0,241;0,0992;-9,573;1;0,133;169,033;0,204
0.66;1;2SBr3MK1sdMs8IxdRcN6qz;0,749;0,675;201653;0,384;0;0,167;-7,12;1;0,0449;86,952;0,416
0.66;1;0yt31hMKZMiyIEfiBiLD2N;0,0409;0,675;201240;0,674;0;0,128;-4,984;1;0,0305;134,941;0,569
0.66;1;3PdgIdRXJjgxfOr7slldel;0,492;0,678;243180;0,659;0;0,106;-4,694;1;0,312;173,988;0,675
0.66;1;3EQ9QP2E7wjYQba8OSPBst;0,0557;0,678;213402;0,76;0;0,359;-5,546;1;0,221;96,044;0,24
0.66;1;2zDj4WjbNDmrRL6Z4YjjCA;0,0481;0,686;227476;0,807;0;0,0652;-3,324;1;0,0613;183,971;0,63
0.66;1;3KLygy1YWhmrQx0GRs7IOx;0,327;0,687;194408;0,785;0;0,203;-4,65;1;0,0333;106,046;0,655
0.69;1;1YHT1FZv5t3ZFLsVPuy6Rq;0,00407;0,701;204727;0,458;0,000151;0,045;-7,749;1;0,0836;102,967;0,482
0.69;1;6VDz4m1vEGHDDqQojf1mpc;0,146;0,703;487960;0,807;0;0,379;-4,936;1;0,315;90,933;0,768
0.69;1;14kYOiFVPb7E7NfFbqhdln;0,0217;0,708;189507;0,454;0;0,073;-7,07;1;0,0395;110,963;0,24
0.69;1;2tUBqZG2AbRi7Q0BIrVrEj;0,207;0,709;291293;0,824;0,000307;0,0888;-8,824;1;0,0453;118,814;0,867
0.69;1;1YzlPeHWPU0JeM0u4ya5zj;0,035;0,715;231907;0,675;0;0,842;-7,657;1;0,301;122,224;0,535
0.69;1;25sgk305KZfyuqVBQIahim;0,0691;0,719;187436;0,704;0;0,166;-4,724;1;0,0476;133,002;0,628
0.72;1;2rPE9A1vEgShuZxxzR2tZH;0,28;0,724;207333;0,647;0;0,102;-5,642;1;0,0658;106,96;0,435
0.72;1;4VMiNOpnjRwSCwmHaUfOMM;0,0117;0,73;170920;0,465;0;0,28;-6,29;1;0,278;148,028;0,367
0.72;1;6OaVWaGfhXn70ZJfdVcabn;0,0204;0,731;218284;0,811;0;0,411;-3,225;1;0,0712;147,045;0,426
0.72;1;2vs5ubqg8QUbfyWZpMfvWe;0,0402;0,732;169920;0,586;2,66e-06;0,121;-7,868;1;0,232;76,48;0,73
0.72;1;4IAVIBh9jbYN30DwpHFMD4;0,0965;0,74;286280;0,622;0;0,099;-6,297;1;0,203;148,04;0,393
0.72;1;3wScL5W8H40zzCKN0atfBk;0,0595;0,743;194184;0,87;0;0,299;-2,188;1;0,212;99,075;0,884
0.72;1;2zIAPysksDdMAiG33qH6kW;0,0321;0,743;188400;0,881;0;0,128;-6,66;1;0,1;78,987;0,835
0.72;1;3aUTkuo4ObA6QPtZSu5NBq;0,0627;0,744;208947;0,894;3,71e-06;0,108;-3,685;1;0,0769;92,018;0,729
0.72;1;0ZNrc4kNeQYD9koZ3KvCsy;0,00552;0,745;237240;0,346;0;0,0881;-7,709;1;0,331;203,911;0,112
0.72;1;7LLXLd0pisbEAdIVK502VM;0,0613;0,747;208947;0,898;1,66e-06;0,0886;-3,683;1;0,0709;91,97;0,689
0.72;1;2nqwxzn7svkN30dVGbXdWf;0,0563;0,749;229120;0,723;0,022;0,0977;-6,609;1;0,0432;108,999;0,674
0.72;1;5HeKOKc4phmLn8e4I7EkzD;0,0563;0,749;229120;0,723;0,022;0,0977;-6,609;1;0,0432;108,999;0,674
0.72;1;7K7MUBCnzgBAvMVW2RTWNs;0,0476;0,752;163216;0,764;9,44e-05;0,0543;-4,399;1;0,038;121,958;0,582
0.75;1;2fkVZYFv9hOejIsLzZy8ad;0,0867;0,755;186213;0,501;1,45e-06;0,146;-9,551;1;0,189;134,998;0,267
0.75;1;3szf2z1Cy1QMrtHrbn8rz9;0,015;0,758;184960;0,474;0;0,116;-8,72;1;0,146;76,062;0,0541
0.75;1;1oJ8EDr2pv94IvSd6ZmDgo;0,0893;0,761;192405;0,672;9,77e-06;0,14;-5,887;1;0,212;160,077;0,437
0.75;1;6FyRXC8tJUh863JCkyWqtk;0,323;0,767;258639;0,709;0;0,0676;-4,47;1;0,336;171,993;0,72
0.75;1;2Yer0p7uB2lVBUAtANuuQp;0,66;0,769;164640;0,479;0;0,0914;-5,339;1;0,0385;96,051;0,803
0.75;1;5vAEnWrHxLv78uwZrAJcX6;0,0373;0,77;198280;0,715;0,00172;0,0959;-5,92;1;0,0449;150,024;0,468
0.75;1;4HG1YiGBseVKzjyKcmAJen;0,477;0,775;247893;0,482;0,0456;0,11;-11,269;1;0,0357;136,016;0,134
0.78;1;6KuqAtoeVzxAYOaMveLNpH;0,183;0,791;200480;0,848;0;0,409;-3,456;1;0,0506;95;0,828
0.78;1;4F6yN5FsFW10Ucx7cLCzBh;0,277;0,793;213287;0,395;1,4e-05;0,109;-5,578;1;0,385;77,027;0,129
0.78;1;1zi7xx7UVEFkmKfv06H8x0;0,00842;0,796;173987;0,61;0,00286;0,351;-5,857;1;0,0516;103,99;0,391
0.78;1;27P4XoNXXEV4lTc3sB61RK;0,319;0,799;184360;0,616;0;0,134;-8,809;1;0,157;114,014;0,667
0.78;1;2XTquzYQAdT1Hk78bOUwsv;0,0441;0,809;226938;0,737;0;0,341;-5,186;1;0,108;80,025;0,367
0.81;1;6Cy4jkukjKnIqGYkU7xCeF;0,171;0,815;159127;0,65;1,97e-05;0,12;-7,031;1;0,189;109,88;0,352
0.81;1;2YFIQqnq4dS67Ndz8Iel0b;0,239;0,818;188307;0,591;0;0,274;-8,693;1;0,38;130,128;0,22
0.81;1;3F57PtOdqRpD6euFYqtKXX;0,348;0,819;145060;0,481;0;0,122;-6,67;1;0,415;129,97;0,279
0.81;1;3xBHLZwRfi0fjO9euaj5zf;0,0172;0,819;217000;0,719;1,11e-05;0,107;-8,084;1;0,168;149,97;0,575
0.81;1;31Zs71Yb7YoPlFx2p1uKRX;0,0543;0,821;190341;0,689;0,000137;0,0974;-5,02;1;0,229;125,474;0,493
0.81;1;4Q3HHwkLVwHrSVad0RUz3V;0,0379;0,822;226273;0,613;0;0,377;-5,161;1;0,388;154,913;0,301
0.81;1;4Nip6oiJU24LqcUEi7u19S;0,146;0,826;195291;0,76;0;0,155;-6,591;1;0,187;88,999;0,875
0.81;1;58QhkbaAkLFnn7JwAnAato;0,227;0,83;262494;0,546;0;0,112;-5,716;1;0,295;182,973;0,535
0.81;1;25leEEaz1gIpp7o21Fqyjo;0,799;0,834;150267;0,372;0;0,275;-11,99;1;0,0358;96,628;0,976
0.81;1;2G7V7zsVDxg1yRsu7Ew9RJ;0,0589;0,835;217925;0,626;6e-05;0,396;-5,833;1;0,125;91,03;0,35
0.81;1;2t8yVaLvJ0RenpXUIAC52d;0,0395;0,837;288624;0,636;0,00125;0,342;-7,643;1;0,086;145,972;0,274
0.81;1;2QgfDF0fQ4sskDthP8MG5w;0,0399;0,84;171714;0,543;0;0,117;-7,738;1;0,476;170,067;0,161
0.84;1;6Yocr5JJOjupv71R5uhye5;0,015;0,844;251432;0,734;0;0,369;-4,931;1;0,272;154,965;0,537
0.84;1;1dQ84P0W0lOckT02lPEhhP;0,0854;0,851;215839;0,702;0;0,374;-4,172;1;0,268;126,94;0,179
0.84;1;7q8cy4uoA2itYATsKeXhcq;0,0226;0,856;170959;0,82;0;0,168;-3,813;1;0,0962;146,009;0,723
0.84;1;3HxYOwZZHZn5mC1drqPQqR;0,00449;0,863;142840;0,464;0;0,0938;-10,559;1;0,346;75,5;0,566
0.84;1;3DnZfpfe8wLeJgzc00gKeW;0,0482;0,864;225008;0,666;0;0,134;-5,525;1;0,234;132,12;0,538
0.84;1;4lc61NBCDzy2srBHDQeTfN;0,233;0,868;204311;0,548;2,67e-06;0,181;-7,864;1;0,171;139,999;0,557
0.84;1;1m6lqaLvUTxPjOo98fJH8U;0,00661;0,87;168347;0,35;0,000483;0,108;-6,082;1;0,277;74,963;0,175
0.84;1;2Grb4G6t9VIqo6moKUloom;0,00661;0,87;168347;0,35;0,000483;0,108;-6,082;1;0,277;74,963;0,175
0.87;1;7MywASx2OFZngfoORjo1yy;0,267;0,875;240682;0,644;0;0,125;-6,554;1;0,222;139,086;0,788
0.87;1;3EikYy40GMSp8l5mDV6IQo;0,257;0,881;129547;0,623;1,5e-06;0,0964;-9,662;1;0,119;88,953;0,745
0.87;1;2wOXxtHZgRkkrkEbKLzzqs;0,000244;0,885;148656;0,52;1,16e-06;0,454;-8,353;1;0,359;84,022;0,306
0.87;1;5xesHO6GLWTrjsKOjAXRmf;0,0944;0,89;169814;0,624;5,16e-06;0,0903;-3,966;1;0,103;116,046;0,762
0.87;1;0EwS8XJQspgrj1zSUXhFkl;0,0192;0,901;132331;0,598;0;0,0791;-6,934;1;0,17;117,9;0,355
0.87;1;0CBQ0m3mufWH75LTYB3s6h;0,0414;0,902;186872;0,819;0;0,106;-3,321;1;0,317;89;0,746
0.90;1;5ZSIExfQuVv69tw5Qw3yDl;0,0493;0,904;177748;0,575;0;0,256;-7,823;1;0,346;141,039;0,359
0.90;1;6bXSYxP6WDlNCr6Jk1H3MW;0,0927;0,908;152000;0,365;0;0,261;-9,954;1;0,0942;119,977;0,742
0.90;1;2MShy1GSSgbmGUxADNIao5;0,0996;0,91;152000;0,366;0;0,261;-9,954;1;0,0941;119,985;0,74
0.90;1;3fEpuoSr8ufvyRR7s2jB3U;0,0236;0,918;231482;0,632;0;0,378;-6,979;1;0,278;92,011;0,396
0.90;1;1B4gJRq61xTs6r1O0Uq2iY;0,525;0,921;197079;0,607;1,12e-06;0,123;-7,397;1;0,209;140,071;0,753
0.90;1;6RiMRVxOiEYd4QSu1cxrls;0,206;0,926;236587;0,444;0;0,124;-9,024;1;0,254;140,085;0,389
0.90;1;7EgI0dCaQuHFe3OTj5EpWI;0,00705;0,929;223939;0,598;0;0,0549;-5,373;1;0,156;96,012;0,501
0.90;1;2E124GmJRnBJuXbTb4cPUB;0,088;0,931;179405;0,387;0;0,136;-9,127;1;0,412;125,978;0,376
0.90;1;4QIyEq7TcTdAcxjI2AFlAK;0,088;0,931;179405;0,387;0;0,136;-9,127;1;0,412;125,978;0,376
0.93;1;2jt2WxXMCD4zjACthkJQVE;0,0311;0,939;337941;0,551;0;0,192;-9,126;1;0,291;118,552;0,42
0.96;1;2LqoYvMudv9xoTqNLFKILj;0,00359;0,966;242448;0,519;0;0,254;-5,682;1;0,306;122,195;0,119
0.27;2;1k0QMCm5kF3CBjCQ37vDLl;0,975;0,289;55720;0,451;0,942;0,222;-15,013;1;0,0538;131,72;0,59
0.30;2;3VTNVsTTu05dmTsVFrmGpK;0,501;0,319;272200;0,651;4,73e-05;0,241;-6,335;1;0,0342;118,501;0,474
0.30;2;3zJw3rugfpVrmBeDDnUYzy;0,319;0,328;213880;0,607;0;0,765;-11,076;1;0,0315;146,539;0,395
0.42;2;2B1fuWoWaYnCXbjYp1gXg5;0,139;0,429;187800;0,559;0,00928;0,121;-7,493;1;0,152;100,073;0,347
0.42;2;7HFgnF1oPMzkCqEMBOA2yI;0,00539;0,445;265096;0,773;0,153;0,131;-7,227;1;0,0441;191,966;0,313
0.42;2;4zIO3ilp5HvTeK3HJHxhMP;0,216;0,448;189467;0,612;0;0,08;-6,106;1;0,0708;97,773;0,213
0.45;2;4uCbetXW9LStYPUjCpBVp9;0,545;0,474;199267;0,473;1,25e-06;0,0356;-11,454;1;0,0601;77,583;0,561
0.48;2;7taXf5odg9xCAZERYfyOkS;0,534;0,485;182360;0,857;0;0,347;-7,059;1;0,0442;148,749;0,963
0.48;2;1aoIbIxOlTOgH9nyiJvFPz;0,198;0,506;199547;0,86;0;0,125;-6,276;1;0,425;191,511;0,582
0.51;2;1hy6kKvsPbv7VTcllCuATC;0,303;0,514;219440;0,362;9,3e-06;0,104;-7,758;1;0,0263;84,767;0,301
0.51;2;4h8VwCb1MTGoLKueQ1WgbD;0,00346;0,518;247427;0,784;0,00187;0,171;-5,659;1;0,0524;124,102;0,588
0.51;2;4rERoP56GEEjKmshbphPBK;0,403;0,528;181267;0,772;2,52e-06;0,316;-7,013;1;0,0288;91,735;0,852
0.51;2;5ASM6Qjiav2xPe7gRkQMsQ;0,403;0,528;181267;0,772;2,52e-06;0,316;-7,013;1;0,0288;91,735;0,852
0.51;2;0zqy3ss4CwD6u4QPksS0nI;0,161;0,529;195720;0,69;0;0,498;-7,87;1;0,74;170,54;0,311
0.51;2;11P4sSu6BH2lAbWk1sL6cK;0,0887;0,54;272333;0,928;1,11e-05;0,314;-6,252;1;0,0337;140,419;0,796
0.57;2;7n7VsX3sv66znBwA8b5uhp;0,968;0,573;115827;0,235;0,0198;0,105;-16,982;1;0,0426;79,578;0,834
0.60;2;7inXu0Eaeg02VsM8kHNvzM;0,881;0,603;155600;0,321;0;0,34;-11,489;1;0,0599;143,104;0,844
0.60;2;6pUBrvKfJL4qmn95mxU7rC;0,0871;0,603;192099;0,67;0;0,326;-4,809;1;0,25;89,842;0,159
0.60;2;5mTJcvxRxq3uF5wUjjciDw;0,579;0,612;208967;0,694;0;0,0914;-7,363;1;0,0514;103,031;0,564
0.63;2;3p6hnejEQYXkiTO1lAzVc0;0,394;0,637;228615;0,799;0;0,0921;-4,519;1;0,0338;104,995;0,562
0.63;2;4VUwkH455At9kENOfzTqmF;0,346;0,638;180000;0,717;0;0,105;-4,722;1;0,0337;100,027;0,249
0.63;2;6rPO02ozF3bM7NnOV4h6s2;0,228;0,653;228827;0,816;0;0,0967;-4,353;1;0,167;178,086;0,816
0.63;2;6Pgkp4qUoTmJIPn7ReaGxL;0,0018;0,653;181673;0,863;0;0,0406;-4,799;1;0,0457;134,004;0,276
0.63;2;7CUYHcu0RnbOnMz4RuN07w;0,208;0,659;228200;0,802;0;0,123;-4,79;1;0,148;177,936;0,863
0.66;2;06Vthiq8nNDuT5nOcch535;0,0495;0,664;225956;0,524;8,18e-06;0,075;-5,178;1;0,0283;91,027;0,475
0.66;2;6pVW5LRWgeLaHudxauOTJU;0,613;0,666;126360;0,841;0;0,113;-3,592;1;0,0312;128,718;0,84
0.66;2;2fLyikLZmHxW4XdToFpDdN;0,2;0,667;233029;0,478;0;0,0927;-5,345;1;0,0316;113,502;0,337
0.66;2;2fuCquhmrzHpu5xcA1ci9x;0,429;0,671;248440;0,712;0;0,103;-7,815;1;0,0476;113,805;0,462
0.66;2;3mvYQKm8h6M5K5h0nVPY9S;0,0414;0,686;289560;0,428;0;0,138;-13,072;1;0,192;141,95;0,329
0.66;2;4pbJqGIASGPr0ZpGpnWkDn;0,676;0,692;122067;0,497;0;0,259;-7,316;1;0,119;81,308;0,475
0.69;2;2FY7b99s15jUprqC0M5NCT;0,217;0,704;189467;0,611;0;0,0812;-6,112;1;0,0409;100;0,22
0.69;2;2aRjuScpka878tUWOsLYpQ;0,0332;0,722;294827;0,486;0;0,111;-17,081;1;0,128;170,626;0,625
0.72;2;2FRnf9qhLbvw8fu4IBXx78;0,189;0,735;262960;0,478;2,48e-06;0,355;-12,472;1;0,0293;107,682;0,947
0.72;2;3eMwf7uAEn1VJcmd12gMmi;0,0325;0,749;237333;0,596;0;0,155;-4,374;1;0,447;179,989;0,205
0.75;2;1A6OTy97kk0mMdm78rHsm8;0,551;0,753;158053;0,498;0;0,0706;-5,61;1;0,0504;89,95;0,927
0.75;2;2MfcvcvWSUkstTDZXYIakq;0,00151;0,753;196333;0,616;7,1e-06;0,291;-7,34;1;0,165;156,83;0,287
0.75;2;7vQbuQcyTflfCIOu3Uzzya;0,643;0,754;130973;0,424;0;0,0652;-8,463;1;0,0363;119,705;0,806
0.75;2;2hnxrRNzF74mdDzpQZQukQ;0,49;0,755;174861;0,625;0;0,157;-7,114;1;0,0896;147,02;0,374
0.75;2;3KkXRkHbMCARz0aVfEt68P;0,556;0,76;158040;0,479;0;0,0703;-5,574;1;0,0466;89,911;0,913
0.75;2;1hHbmfNfXIwHyHCYO8ae3I;0,08;0,761;193893;0,736;0,0272;0,145;-3,403;1;0,212;173,947;0,273
0.75;2;2Egoo3acImq7hV6TfYV90E;0,134;0,777;250213;0,923;1,34e-06;0,372;-3,904;1;0,177;94,009;0,822
0.75;2;2gsNpSn7VvvJuSrIDfRoYy;0,112;0,78;216029;0,808;0;0,329;-5,175;1;0,484;79,982;0,642
0.78;2;5s6pKnF3ZPtuqvEx1i1V7U;0,276;0,788;223617;0,765;0;0,216;-3,93;1;0,439;144,046;0,667
0.78;2;6XBjCetHKdO5L9cwMDVffw;0,303;0,79;192000;0,858;0;0,61;-2,78;1;0,0471;92,05;0,79
0.78;2;6BJbOXDlgVAXSaq6wYFYT2;0,0678;0,804;156886;0,763;0;0,368;-5,48;1;0,0519;136,052;0,0585
0.78;2;0ubdf6zWT1It2saK41SkO0;0,0169;0,807;208504;0,571;0;0,252;-6,937;1;0,312;139,996;0,0993
0.81;2;3ji4bcQugJj5B6NRGYDNwP;0,428;0,82;214027;0,582;0;0,0419;-4,441;1;0,0454;112,064;0,309
0.81;2;7pVzUPjJ83QojsVcOthmxP;0,0894;0,831;211963;0,528;2,58e-05;0,396;-7,635;1;0,534;153,987;0,232
0.84;2;2cEnYJKLSZPH7MFSk6C05c;0,034;0,846;216277;0,809;0;0,151;-3,619;1;0,287;85,011;0,267
0.84;2;0dbTQYW3Ad1FTzIA9t90E8;0,371;0,855;324189;0,694;0;0,109;-4,393;1;0,169;122,078;0,49
0.87;2;3zxiTHxE4MxwuYf8aLQ9ax;0,0555;0,874;226647;0,552;0;0,279;-5,997;1;0,383;140,098;0,231
0.87;2;0Y7di9ZCmB6Elad5WISaPc;0,033;0,879;189909;0,662;0;0,716;-6,162;1;0,309;117,975;0,723
0.87;2;6WlxcZKpEV6Bwe9InoVhMp;0,064;0,884;176630;0,579;2,38e-06;0,182;-6,847;1;0,299;144,973;0,313
0.87;2;4hXDobvUaXyDFLnmecoY0z;0,0311;0,885;195992;0,543;0;0,154;-6,338;1;0,2;99,026;0,43
0.87;2;4S8d14HvHb70ImctNgVzQQ;0,0114;0,901;127947;0,522;0;0,259;-8,304;1;0,33;104,053;0,329
0.90;2;304CtPEPYQS6hbM4CubVti;0,0709;0,914;265480;0,572;0,00237;0,0599;-8,82;1;0,166;123,963;0,203
0.93;2;5t8djD6oZcfAyqF4cTQfFb;0,0353;0,947;124526;0,441;0;0,111;-9,311;1;0,135;125,01;0,275
0.33;3;6bNuwzORFWORu9Ym7dBCPl;0,392;0,343;166453;0,76;0,000388;0,0773;-7,146;1;0,0513;126,322;0,356
0.33;3;1wur1SW656paPv7EyTqWu4;0,477;0,351;254707;0,604;0;0,311;-5,256;1;0,0293;172,075;0,168
0.36;3;6fYkv8bGKiZl4Y3LYrFfAZ;0,0848;0,375;185200;0,889;0;0,136;-3,704;1;0,0991;199,669;0,881
0.36;3;2RSHsoi04658QL5xgQVov3;0,0722;0,383;260773;0,637;0;0,368;-6,993;1;0,0703;177,913;0,0827
0.39;3;7tFiyTwD0nx5a1eklYtX2J;0,254;0,397;354320;0,396;0;0,268;-9,91;1;0,05;142,913;0,227
0.48;3;04vLj9QUXoKdRlsp3gkURo;0,646;0,5;175333;0,224;0;0,284;-12,431;1;0,0935;202,481;0,62
0.51;3;0UyljEbX9dqI1K0sqdv6B6;0,544;0,515;209274;0,479;0,00598;0,191;-7,458;1;0,0261;88,964;0,284
0.51;3;0rKtyWc8bvkriBthvHKY8d;0,544;0,515;209274;0,479;0,00598;0,191;-7,458;1;0,0261;88,964;0,284
0.51;3;4FPrAERfkPKOBKrRoyuxLu;0,00722;0,517;198267;0,702;0;0,0896;-6,763;1;0,0247;83,873;0,414
0.54;3;0Ai6qtPfiEYGCqBGJYWD1W;0,0804;0,55;228360;0,699;0;0,346;-8,793;1;0,0295;126,306;0,648
0.54;3;3PIDciSFdrQxSQSihim3hN;0,022;0,566;153240;0,782;0;0,109;-7,444;1;0,0311;127,16;0,697
0.54;3;0vmANNClszGQZ0FISySK61;0,301;0,571;179667;0,585;1,91e-05;0,688;-11,694;1;0,0548;128,487;0,732
0.57;3;3RD0PGolM0mETGHaprwgMn;0,94;0,573;233930;0,31;5,65e-06;0,198;-11,134;1;0,296;177,601;0,764
0.63;3;1DMEzmAoQIikcL52psptQL;0,71;0,646;179423;0,648;0,00316;0,108;-8,602;1;0,0372;75,004;0,466
0.63;3;5VEuraNSVxMTzDTtrmL3lQ;0,769;0,648;144827;0,228;0;0,0983;-12,335;1;0,0454;125,526;0,503
0.66;3;4M3FO0ji6Lc8vwD1sgf1nc;0,29;0,681;193320;0,709;0;0,0979;-5,808;1;0,0371;114,02;0,456
0.72;3;0PaAB17axL9hn88mHiw8g0;0,591;0,741;196613;0,794;0;0,236;-2,555;1;0,0402;157,987;0,765
0.12;4;0i7lZhEMEheehKyCtBJIIL;0,949;0,125;201040;0,174;0,00051;0,0881;-16,878;1;0,0363;89,095;0,123
0.33;4;0lLdorYw7lVrJydTINhWdI;0,907;0,35;206347;0,232;9,21e-06;0,292;-11,042;1;0,0331;93,269;0,381
0.36;4;3B7FO3kJ5kv3mX7yiaB7sT;0,367;0,362;266933;0,505;6,46e-06;0,154;-7,208;1;0,0287;174,066;0,192
0.36;4;3HPpOFmDibEO06Z2q4ZN5u;0,00527;0,376;314663;0,473;0,00162;0,123;-5,636;1;0,0325;148,835;0,0398
0.45;4;3QiAAp20rPC3dcAtKtMaqQ;0,902;0,465;129173;0,27;0,00104;0,145;-16,661;1;0,0425;94,519;0,58
0.45;4;0ORgAzmFh8N97SseJvmqgC;0,000718;0,479;253249;0,727;1,97e-05;0,0644;-5,369;1;0,0357;180,09;0,0577
0.45;4;7MRY4VpCuZvBmFda6ZCk2G;0,000718;0,479;253249;0,727;1,97e-05;0,0644;-5,369;1;0,0357;180,09;0,0577
0.48;4;4keoy2fqgwGnbWlm3ZVZFa;0,579;0,503;207030;0,741;1,49e-06;0,0712;-5,128;1;0,047;88,335;0,458
0.60;4;6UiQFxMYJgILcLTjLrO0OQ;0,165;0,612;218351;0,743;4,35e-05;0,319;-7,25;1;0,0442;118,913;0,347
0.63;4;5ftQSVAHs7iqULWKQn0fjK;0,0016;0,638;181880;0,679;0,00655;0,121;-5,278;1;0,0425;81,045;0,596
0.63;4;4uGY9CqDtGtaTTLg1cgsWD;0,0016;0,638;181880;0,679;0,00655;0,121;-5,278;1;0,0425;81,045;0,596
0.63;4;6gFtgkh8ShkrJn52Cbdhxy;0,12;0,641;282613;0,561;0,0021;0,358;-5,856;1;0,0355;111,938;0,678
0.63;4;0XOnMqLQDO89iAg7dWWwnG;0,43;0,652;73813;0,31;1,16e-05;0,182;-10,212;1;0,0509;119,913;0,304
0.69;4;70khXICDeTTxgYtw3EysKH;0,248;0,721;208493;0,459;0;0,212;-6,408;1;0,032;119,914;0,46
