danceability (bin);key;track_id (song_features.csv);acousticness;danceability;duration_ms;energy;instrumentalness;liveness;loudness;mode;speechiness;tempo;valence
0.57;5;7wGoVu4Dady5GV0Sv4UIsx;0,13;0,577;218320;0,522;9,03e-05;0,142;-6,594;0;0,0984;159,772;0,119
0.75;7;0ofbQMrRDsUaVKq2mGLEAb;0,186;0,768;216897;0,517;3,8e-05;0,104;-4,323;0;0,0312;104,992;0,418
0.75;9;2ekn2ttSfGqwhhate0LSR0;0,00261;0,762;209320;0,7;1,56e-05;0,153;-6,021;0;0,0694;116,073;0,608
0.69;11;7EmGUiUaOSGDnUUQUDrOXC;0,139;0,715;197993;0,802;0;0,177;-4,647;0;0,0394;124,989;0,327
0.81;1;7qiZfU4dY1lWllzX7mPBI3;0,581;0,825;233713;0,652;0;0,0931;-3,183;0;0,0802;95,977;0,931
0.75;8;5UEnHoDYpsxlfzWLZIc7LD;0,17;0,757;221013;0,748;0;0,0759;-5,794;0;0,473;90,052;0,693
0.72;7;1zsG4eaZmkA1dvjDDsAGLK;0,0322;0,724;173720;0,895;0;0,097;-3,617;1;0,0411;96,022;0,64
0.78;5;3hBBKuWJfxlIlnd9QFoC8k;0,0786;0,795;199849;0,615;2,98e-06;0,0855;-5,211;0;0,0671;110,009;0,393
0.93;5;43ZyHQITOjhciSUUNPVRHc;0,239;0,936;124056;0,523;0;0,117;-6,71;1;0,0597;119,889;0,699
0.57;2;5k38wzpLb15YgncyWdTZE4;0,0534;0,589;268867;0,731;0;0,308;-6,343;1;0,0868;87,908;0,191
0.57;8;0tgVpDi06FyKpA1z0VMD4v;0,163;0,599;263400;0,448;0;0,106;-6,312;1;0,0232;95,05;0,168
0.69;2;5CtI0qwDJkDQGwXD1H1cLb;0,229;0,694;228827;0,815;0;0,0924;-4,328;1;0,12;88,931;0,813
0.63;5;6mrKP2jyIQmM0rw6fQryjr;0,33;0,659;212120;0,716;0;0,173;-5,673;0;0,111;148,015;0,437
0.84;4;4lESS6vuruP6a79KWRaQou;0,283;0,871;184067;0,768;2,25e-05;0,162;-5,401;0;0,122;98,989;0,765
0.51;4;7vGuf3Y35N4wmASOKLUVVU;0,256;0,52;180823;0,761;4,96e-06;0,17;-3,093;1;0,0853;141,971;0,286
0.81;2;6Za3190Sbw39BBC77WSS1C;0,03;0,814;232550;0,813;9,33e-05;0,255;-3,023;0;0,0561;79,997;0,839
0.69;5;1mXVgsBdtIVeCLJnSnmtdV;0,652;0,698;201000;0,375;0;0,173;-8,279;1;0,0491;91,92;0,534
0.78;1;5Z3GHaZ6ec9bsiI5BenrbY;0,199;0,798;202547;0,539;1,66e-05;0,165;-6,351;1;0,0421;136,949;0,394
0.54;11;2rb5MvYT7ZIxbKW5hfcHx8;0,0148;0,543;189440;0,677;6,21e-06;0,13;-4,915;0;0,0993;103,809;0,294
0.54;8;75ZvA4QfFiZvzhj2xkaWAh;0,0689;0,556;223347;0,538;0;0,196;-5,408;0;0,0382;143,95;0,291
0.81;1;2DQ1ITjI0YoLFzuADN1ZBW;0,0117;0,838;245387;0,771;0;0,0853;-3,791;1;0,244;175,957;0,405
0.57;8;1bhUWB0zJMIKr9yVPrkEuI;0,779;0,587;259550;0,299;0;0,123;-7,365;1;0,0263;94,992;0,356
0.78;1;6QgjcU0zLnzq5OrUoSZ3OK;0,0417;0,801;163253;0,795;0,000113;0,0717;-5,115;0;0,0504;79,028;0,754
0.72;1;6De0lHrwBfPfrhorm9q1Xl;0,0231;0,744;205715;0,804;0;0,0494;-6,327;1;0,0677;104,823;0,426
0.78;11;5hcisvFMidkMJlElTO9Qmw;0,423;0,807;297485;0,681;0;0,0962;-6,268;1;0,0983;140,006;0,676
0.63;8;5AEtlRudpgdT5FtNiuly6Y;0,0393;0,659;174800;0,717;0;0,0769;-4,202;1;0,0581;103,036;0,71
0.75;4;3Ga6eKrUFf12ouh9Yw3v2D;0,18;0,775;193456;0,679;7,26e-05;0,068;-4,985;0;0,135;166,008;0,619
0.57;0;0tKcYR2II1VCQWT79i5NrW;0,00683;0,6;187147;0,81;0,21;0,155;-4,749;1;0,0479;167,88;0,298
0.24;11;1j4kHkkpqZRBwE0A4CN4Yv;0,101;0,258;239000;0,437;1,27e-06;0,106;-6,593;0;0,039;180,043;0,0967
0.72;11;7GX5flRQZVHRAGd6B4TmDO;0,00264;0,732;182707;0,75;0;0,109;-6,366;0;0,231;155,096;0,401
0.72;5;7JNh1cfm0eXjqFVOzKLyau;0,141;0,743;202453;0,855;0,0045;0,099;-3,976;0;0,0436;96,989;0,871
0.72;1;1m69ELEgE6k5ZWsap40ozt;0,222;0,739;188080;0,821;9,6e-06;0,311;-4,233;1;0,0852;171,077;0,693
0.90;8;75FDPwaULRdYDn4StFN2rT;0,000704;0,909;224613;0,546;0,000823;0,36;-7,513;1;0,175;138,043;0,0986
0.60;5;5tz69p7tJuGPeMGwNTxYuV;0,57;0,62;250173;0,574;0;0,19;-7,788;0;0,0479;100,021;0,352
0.72;6;3B54sVLJ402zGa6Xm4YGNe;0,0293;0,726;233902;0,769;0,0101;0,104;-5,043;1;0,123;97,985;0,733
0.63;10;7iDa6hUg2VgEL1o1HjmfBn;0,047;0,643;163870;0,783;0;0,083;-6,458;1;0,0856;154,084;0,579
0.84;1;32DGGj6KlNuBr6WaqRxpxi;0,189;0,849;198237;0,581;3,61e-06;0,0805;-5,243;0;0,0767;110,008;0,779
0.87;2;6u0EAxf1OJTLS7CvInuNd7;0,0227;0,876;201532;0,55;4,52e-05;0,294;-5,464;1;0,152;129,924;0,557
0.60;6;3a1lNhkSLSkpJE4MSHpDu9;0,215;0,63;220293;0,804;0;0,253;-4,183;1;0,0363;123,146;0,492
0.90;1;7KXjTSCq5nL1LoYtL7XAwS;0,000282;0,908;177000;0,621;5,39e-05;0,0958;-6,638;0;0,102;150,011;0,421
0.87;0;2nUJvBO87SkxCViQsLc9Zr;0,11;0,895;186027;0,885;4,04e-05;0,106;-4,182;1;0,268;134,973;0,633
0.66;5;0Zbbxnx4SGGHoIow4PpISP;0,152;0,677;236853;0,497;0;0,0911;-5,763;1;0,0809;99,137;0,419
0.75;4;42CeaId2XNlxugDvyqHfDf;0,633;0,765;229573;0,688;0;0,0734;-5,566;1;0,0841;90,013;0,434
0.66;1;33bnxcjePIkcmNjEFTJX0l;0,0482;0,681;220117;0,788;0;0,0753;-4,323;1;0,0785;170,019;0,839
0.87;9;7sO5G9EABYOXQKNPNiE9NR;0,149;0,88;172800;0,428;5,07e-05;0,114;-8,28;1;0,206;100,007;0,333
0.63;3;2xmrfQpmS2iJExTlklLoAL;0,245;0,638;205748;0,658;3,77e-06;0,0919;-6,318;1;0,0456;105,076;0,33
0.60;11;6RUKPb4LETWmmr3iAEQktW;0,0498;0,617;247160;0,635;1,44e-05;0,164;-6,769;0;0,0317;103,019;0,446
0.87;8;2fQrGHiQOvpL9UgPvtYy6G;0,0151;0,884;220307;0,346;7,04e-06;0,0871;-8,228;0;0,351;75,016;0,376
0.72;8;7BKLCZ1jbUBVqRi2FVlTVw;0,414;0,748;244960;0,524;0;0,111;-5,599;1;0,0338;95,01;0,661
0.78;1;1xznGGDReH1oQq0xzbwXa3;0,00784;0,791;173987;0,619;0,00423;0,351;-5,886;1;0,0532;103,989;0,371
0.72;2;3whrwq4DtvucphBPUogRuJ;0,398;0,751;199095;0,579;2,28e-05;0,133;-4,036;1;0,0321;105,031;0,349
0.75;5;0qYTZCo5Bwh1nsUFGZP3zn;0,231;0,755;229849;0,789;0;0,351;-4,502;1;0,146;93,973;0,737
0.75;3;4iLqG9SeJSnt0cSPICSjxv;0,0969;0,774;211475;0,626;3,12e-05;0,0848;-4,432;0;0,0432;100,041;0,777
0.72;1;70lnL3QaSOIIyMa2X9aVRL;0,187;0,75;195213;0,76;0;0,0548;-4,836;1;0,198;183,817;0,893
0.90;11;2771LMNxwf62FTAdpJMQfM;0,0672;0,929;223962;0,723;0;0,346;-5,792;0;0,109;125,022;0,458
0.63;2;4aWmUDTfIPGksMNLV2rQP2;0,209;0,66;228200;0,786;0;0,112;-4,757;1;0,17;177,833;0,846
0.75;0;7ofxPmTNMj2GP07g1VZa0O;0,13;0,771;238160;0,835;0;0,0601;-3,388;1;0,0507;91,012;0,817
0.63;5;71bBFbfn2OBK5QwUJSLS44;0,0274;0,642;203000;0,733;0;0,266;-5,001;0;0,0343;123,075;0,519
0.63;0;6VpQdig9pdpTSIFItgkJV5;0,145;0,643;227088;0,709;0,000449;0,115;-4,343;1;0,0733;129,961;0,264
0.87;2;1YZfcVLbbJwfizR5cDOp3q;0,0519;0,901;307660;0,529;0;0,179;-4,443;1;0,191;138,003;0,146
0.78;6;3VClLWqNn80Llv0PJOsKgr;0,248;0,791;217080;0,866;5,29e-06;0,0696;-4,236;1;0,0497;96,011;0,71
0.69;11;3m660poUr1chesgkkjQM7P;0,0214;0,704;203760;0,633;0;0,29;-6,923;0;0,241;144,021;0,863
0.84;2;79cuOz3SPQTuFrp8WgftAu;0,381;0,857;199440;0,8;0;0,0913;-4,035;1;0,0583;121,996;0,966
0.51;6;0OlnLZY4cmQzT6ZGttvWBM;0,435;0,526;183637;0,52;0;0,197;-7,985;0;0,0569;149,119;0,13
0.90;11;5ChkMS8OtdzJeqyybCc9R5;0,0236;0,92;293827;0,654;0,0158;0,0359;-3,051;0;0,0401;117,046;0,847
0.75;10;0CcQNd8CINkwQfe1RDtGV6;0,0524;0,779;204347;0,787;0;0,14;-4,305;0;0,108;124,982;0,708
0.87;1;4zWO4gvuFtw6EJZC5FFGlr;0,346;0,896;213989;0,673;1,28e-05;0,206;-3,872;1;0,139;131,99;0,714
0.72;11;1KSqYYJFyfTecXFk9M0prc;0,0256;0,744;232787;0,859;6,27e-05;0,0881;-3,166;1;0,0795;91,977;0,787
0.78;11;4dVpf9jZjcORqGTLUaeYj9;0,0651;0,797;173600;0,844;0;0,087;-5,482;1;0,275;170,142;0,52
0.72;10;0JcNysfWVWaMS7R6vzGB2k;0,0826;0,742;194742;0,858;0;0,364;-4,946;1;0,0483;95,049;0,64
0.69;0;1x5sYLZiu9r5E43kMlt9f8;0,259;0,707;212459;0,629;1,6e-05;0,138;-4,581;0;0,0563;122,863;0,457
0.60;11;7EI6Iki24tBHAMxtb4xQN2;0,0364;0,628;215064;0,797;0;0,104;-3,953;0;0,0596;106,93;0,321
0.90;1;3ncgNpxLoBQ65ABk4djDyd;0,0149;0,921;191252;0,467;0,000238;0,334;-8,443;1;0,119;135,995;0,287
0.66;0;5TysCiZtv1HnSWcTcUFusI;0,186;0,688;195813;0,859;0;0,121;-4,447;1;0,0609;92,042;0,695
0.72;1;4DTpngLjoHj5gFxEZFeD3J;0,0652;0,736;264532;0,604;6,43e-05;0,124;-7,357;0;0,222;155,007;0,574
0.63;5;2OALaHcDdKkjYEpAr0Qzab;0,134;0,655;181812;0,666;2,12e-05;0,0683;-5,309;1;0,0612;102,977;0,272
0.72;9;1wjzFQodRWrPcQ0AnYnvQ9;0,535;0,752;197437;0,505;2,55e-06;0,104;-7,621;1;0,253;91,97;0,419
0.60;7;3DXncPQOG4VBw3QHh3S817;0,0552;0,609;288600;0,668;0;0,167;-4,284;1;0,0367;80,924;0,811
0.69;11;7fwXWKdDNI5IutOMc5OKYw;0,0249;0,705;209733;0,714;0;0,253;-6,39;0;0,0792;104,996;0,434
0.63;1;5yFSF6qQA1rcLsQRnBsZgb;0,303;0,658;199111;0,678;0;0,361;-4,407;1;0,058;97,976;0,662
0.66;0;1OAh8uOEOvTDqkKFsKksCi;0,0329;0,671;204173;0,672;0;0,118;-3,094;0;0,0688;97,98;0,632
0.81;7;6gBFPUFcJLzWGx4lenP6h2;0,0847;0,841;243837;0,728;0;0,149;-3,37;1;0,0484;130,049;0,43
0.66;0;7y9iMe8SOB6z3NoHE2OfXl;0,0604;0,675;181279;0,751;0;0,0893;-3,539;1;0,0296;118,384;0,612
0.84;6;6EpRaXYhGOB3fj4V2uDkMJ;0,246;0,869;204502;0,485;0;0,0765;-5,595;1;0,0545;106,028;0,527
0.87;11;5bcTCxgc7xVfSaMV3RuVke;0,0642;0,893;223413;0,745;0;0,0943;-3,105;0;0,0571;101,018;0,872
0.84;1;0KKkJNfGyhkQ5aFogxQAPU;0,013;0,853;206693;0,56;0;0,0944;-4,961;1;0,0406;134,066;0,86
0.75;5;693iqPOQvhI7PobtR8CC8v;0,0106;0,782;265747;0,868;0,00252;0,29;-1,715;0;0,04;96,042;0,884
0.63;2;3bidbhpOYeV4knp8AIu8Xn;0,0291;0,641;258343;0,922;0;0,0862;-4,457;1;0,0786;146,078;0,847
0.84;10;2z4pcBLQXF2BXKFvd0BuB6;0,0233;0,845;187521;0,709;0;0,094;-4,547;0;0,0714;98,062;0,62
0.84;0;7m9OqQk4RVRkw9JJdeAw96;0,469;0,872;119133;0,391;4,13e-06;0,297;-9,144;0;0,242;134,021;0,437
0.75;11;1yxgsra98r3qAtxqiGZPiX;0,0714;0,763;190678;0,598;0;0,112;-6,865;1;0,0539;140,987;0,182
0.78;10;6PGoSes0D9eUDeeAafB2As;0,264;0,8;213400;0,585;0;0,153;-7,343;1;0,0924;126,058;0,779
0.63;3;0OI7AFifLSoGzpb8bdBLLV;0,00413;0,653;202805;0,718;0;0,0537;-5,232;0;0,213;82,034;0,216
0.72;8;7nZmah2llfvLDiUjm0kiyz;0,00459;0,744;189467;0,739;0;0,306;-5,35;1;0,0387;104,99;0,649
0.72;4;2PpruBYCo4H7WOBJ7Q2EwM;0,103;0,728;235213;0,974;0,000532;0,175;-2,261;0;0,0665;79,526;0,965
0.60;6;27SdWb2rFzO6GWiYDBTD9j;0,0472;0,628;211667;0,698;0,00143;0,0907;-5,608;0;0,105;89,976;0,732
0.60;9;0afhq8XCExXpqazXczTSve;0,0735;0,624;170827;0,876;0;0,327;-3,374;1;0,1;99,943;0,781
0.66;6;5WoaF1B5XIEnWfmb5NZikf;0,173;0,674;259333;0,506;0;0,0866;-10,532;1;0,0434;145,965;0,183
0.69;1;6kex4EBAj0WHXDKZMEJaaF;0,075;0,696;216409;0,817;0;0,187;-3,862;1;0,109;98,064;0,782
0.81;10;6NWl2m8asvH83xjuXVNsuG;0,416;0,823;187453;0,419;0;0,105;-10,358;0;0,165;119,958;0,277
0.66;5;0I20rLT2MJDhcF96AjbNYo;0,221;0,671;210400;0,628;0;0,114;-5,049;0;0,0759;102,037;0,537
0.87;11;1XRgIKC5TPwo7nWGyKqgG0;0,0232;0,89;233087;0,633;0,000343;0,0993;-5,475;1;0,168;139,948;0,425
0.72;1;7tr2za8SQg2CI8EDgrdtNl;0,498;0,736;230813;0,795;1,21e-06;0,254;-3,299;0;0,0545;104,066;0,511
0.72;1;152lZdxL1OR0ZMW6KquMif;0,33;0,736;219080;0,449;0,000162;0,0898;-11,462;0;0,425;80,126;0,326
0.54;11;0QsvXIfqM0zZoerQfsI9lm;0,16;0,542;208053;0,859;0,00466;0,137;-5,651;1;0,197;159,797;0,403
0.63;0;3eR23VReFzcdmS7TYCrhCe;0,119;0,64;220781;0,533;0;0,0864;-6,596;1;0,0706;99,968;0,515
0.51;3;5Htb1uFQ1KrkFXlefS8oGj;0,0247;0,516;236987;0,592;0;0,181;-5,465;0;0,0566;82,05;0,271
0.81;2;0VgkVdmE4gld66l8iyGjgx;0,0102;0,833;204600;0,434;0,0219;0,165;-8,795;1;0,431;150,062;0,281
0.72;5;7w87IxuO7BDcJ3YUqCyMTT;0,145;0,733;239600;0,71;0,115;0,0956;-5,849;0;0,0292;127,975;0,965
0.63;11;0ERbK7qVqveCaBWIiYCrl3;0,228;0,635;204701;0,713;0;0,0506;-6,909;1;0,0937;179,864;0,749
0.60;10;7Ed6BkggCS2KaKY5YlINaF;0,0157;0,613;238726;0,842;0;0,23;-4,332;0;0,219;169,917;0,645
0.72;9;5TmZYdHW6HJ9gt7Aokuql5;0,0474;0,746;203853;0,745;1,71e-06;0,15;-3,311;1;0,146;180,081;0,828
0.33;10;5uCax9HTNlzGybIStD3vDh;0,695;0,358;211467;0,557;0;0,0902;-7,398;1;0,059;85,043;0,494
0.72;1;0lJCqIx5BhZtf6QtYI2fbv;0,188;0,73;279613;0,538;0;0,123;-5,612;1;0,0319;130,023;0,215
0.66;11;2H3ZUSE54pST4ubRd5FzFR;0,482;0,669;151667;0,616;0;0,179;-10,776;0;0,033;130,037;0,818
0.72;0;0CokSRCu5hZgPxcZBaEzVE;0,0323;0,731;220454;0,794;2,59e-05;0,112;-5,126;0;0,0522;139,994;0,356
0.90;3;4R55IUi2x7S5ek2SpebOiE;0,128;0,909;197120;0,493;0,000147;0,127;-6,688;1;0,0735;94,016;0,844
0.72;11;0NiXXAI876aGImAd6rTj8w;0,091;0,739;181615;0,792;0;0,0516;-4,256;0;0,0418;104,016;0,547
0.78;4;7MHN1aCFtLXjownGhvEQlF;0,549;0,788;213027;0,477;0;0,349;-7,348;1;0,0434;94,983;0,86
0.75;9;5troof8mcGO3AafoDbk1gc;0,204;0,766;211853;0,709;1,41e-05;0,126;-6,471;0;0,123;128,07;0,506
0.75;6;6m2LNopVJKsvBB9l7Z1rwn;0,104;0,766;161593;0,62;0;0,0796;-2,887;1;0,127;89,988;0,367
0.63;2;2x0WlnmfG39ZuDmstl9xfX;0,00845;0,649;244827;0,589;0;0,108;-6,237;1;0,0558;159,073;0,151
0.63;8;3b0EOvScbZUc0qJx0E1L2z;0,29;0,639;176333;0,548;9,68e-05;0,366;-13,534;1;0,0394;98,359;0,887
0.66;7;5aAx2yezTd8zXrkmtKl66Z;0,165;0,681;230453;0,594;3,49e-06;0,134;-7,028;1;0,282;186,054;0,535
0.54;5;5T8EDUDqKcs6OSOwEsfqG7;0,0475;0,559;209413;0,868;0,000176;0,776;-5,276;1;0,17;156,295;0,609
0.72;3;4V6MRo0CEAC9MwAm7dkPuL;0,835;0,74;213933;0,303;0;0,0782;-8,612;1;0,117;91,958;0,819
0.66;5;5yuShbu70mtHXY0yLzCQLQ;0,228;0,665;179613;0,498;0;0,0757;-8,185;1;0,0831;81,967;0,127
0.69;10;6pyzBTIjcO2AMkKE6x2Otb;0,0322;0,703;285373;0,826;0,00629;0,179;-7,179;0;0,0341;103,564;0,945
0.90;1;6p8NuHm8uCGnn2Dtbtf7zE;0,307;0,92;304041;0,674;0;0,104;-5,662;0;0,264;141,967;0,741
0.69;6;22eADXu8DfOAUEDw4vU8qy;0,246;0,708;271080;0,693;0;0,129;-5,516;1;0,138;143,965;0,427
0.69;9;1mqlc0vEP9mU1kZgTi6LIQ;0,183;0,693;216520;0,911;0,000107;0,3;-3,691;1;0,0305;125,895;0,982
0.69;7;1NDxZ7cFAo481dtYWdrUnR;0,15;0,703;193613;0,868;0,132;0,104;-4,661;0;0,0291;121,03;0,733
0.69;0;0yyZN5ASdrYu0XYWFzfxUu;0,0112;0,702;183573;0,84;0;0,119;-3,547;1;0,0879;101,99;0,624
0.78;11;7hDc8b7IXETo14hHIHdnhd;0,256;0,809;298941;0,463;0,085;0,109;-11,377;1;0,0396;111,98;0,364
0.78;9;790MhTXPFrYkrqCKvpg4t1;0,168;0,793;228080;0,718;0;0,241;-4,966;0;0,0547;146,885;0,649
0.72;10;40oKW22ZNNkEdZLJTScaQI;0,0306;0,747;213132;0,524;0;0,2;-6,807;0;0,245;140,053;0,363
0.60;4;6fxVffaTuwjgEk5h9QyRjy;0,607;0,614;258987;0,379;0,000464;0,0986;-10,48;1;0,0476;107,989;0,201
0.66;1;4IWAyPf1KMq7JCyGeCjTeH;0,0429;0,675;201240;0,649;0;0,128;-4,953;1;0,0315;134,955;0,537
0.48;1;0Qh38w01QRXK6KHIv0e3hb;0,0285;0,489;269600;0,588;2,11e-06;0,0906;-6,177;1;0,0507;113,617;0,187
0.69;1;0tPQPaOKM32WgMSbPCYyRH;0,0789;0,721;172687;0,873;0;0,0824;-4,741;1;0,119;79,943;0,552
0.69;9;5knuzwU65gJK7IF5yJsuaW;0,406;0,72;251088;0,763;0;0,18;-4,068;0;0,0523;101,965;0,742
0.51;6;7krbSH3rd8lhIZvuzTV3Bl;0,104;0,529;234107;0,607;0;0,0631;-6,781;1;0,0574;101,966;0,238
0.72;0;3NdDpSvN911VPGivFlV5d0;0,0631;0,735;245200;0,451;1,3e-05;0,325;-8,374;1;0,0585;117,973;0,0862
0.90;11;4Km5HrUvYTaSUfiSGPJeQR;0,061;0,927;343150;0,665;0;0,123;-5,313;1;0,244;127,076;0,175
0.72;1;3kxfsdsCpFgN412fpnW85Y;0,172;0,745;326933;0,356;0,00943;0,123;-10,425;1;0,0941;160,033;0,607
0.72;5;4o6BgsqLIBViaGVbx5rbRk;0,234;0,751;190627;0,501;0,112;0,0467;-12,151;1;0,0552;167,058;0,902
0.81;3;0pDaqgIForVNO4jrtTxcWT;0,189;0,814;228923;0,653;0;0,0876;-0,02;0;0,0359;130,099;0,706
0.78;0;7AQim7LbvFVZJE3O8TYgf2;0,0172;0,797;146520;0,533;0,000152;0,103;-9,74;0;0,0412;131,036;0,329
0.72;7;5zSOVwaY3sVjnmLhuEfsuf;0,164;0,748;193227;0,565;0,00169;0,103;-5,895;1;0,0476;175,92;0,812
0.81;1;6b8Be6ljOzmkOmFslEb23P;0,034;0,818;225983;0,803;0;0,153;-4,282;1;0,0797;106,97;0,632
0.75;2;5u6vkDnOyaf8LsteDAj2ub;0,331;0,782;268933;0,436;1,3e-05;0,342;-7,033;1;0,155;82,994;0,243
0.45;2;6PCUP3dWmTjcTtXY02oFdT;0,0232;0,461;261154;0,834;1,14e-05;0,14;-4,868;1;0,0989;135,007;0,471
0.84;0;1lzr43nnXAijIGYnCT8M8H;0,0561;0,853;227600;0,606;0;0,313;-4,596;1;0,0713;94,759;0,654
0.63;1;6HZILIRieu8S0iqY8kIKhj;0,00454;0,638;185947;0,523;0;0,0842;-6,664;1;0,357;139,913;0,422
0.81;2;4fndbjoz1qJyK6JcLdKfzm;0,00693;0,813;192132;0,808;0;0,133;-5,541;1;0,286;181,993;0,547
0.75;0;5GXAXm5YOmYT0kL5jHvYBt;0,426;0,773;269187;0,819;0;0,0679;-5,946;0;0,118;92,99;0,585
0.66;7;6eT7xZZlB2mwyzJ2sUKG6w;0,233;0,675;256533;0,562;0;0,0816;-7,678;1;0,0352;130,098;0,309
0.60;4;5PB8zB1MOZASboLquvinMF;0,158;0,623;188787;0,909;0;0,0972;-3,079;0;0,0758;93,984;0,651
0.75;2;1Slwb6dOYkBlWal1PGtnNg;0,474;0,781;281560;0,445;0;0,184;-6,061;1;0,0295;78,998;0,591
0.57;1;3ebXMykcMXOcLeJ9xZ17XH;0,0895;0,584;220883;0,54;0;0,261;-7,786;0;0,0576;137,972;0,195
0.72;2;39shmbIHICJ2Wxnk1fPSdz;0,079;0,742;188987;0,833;0;0,384;-6,463;1;0,115;113,375;0,816
0.54;8;3A7qX2QjDlPnazUsRk5y0M;0,219;0,548;194897;0,65;0;0,225;-5,827;0;0,0591;144,937;0,557
0.63;2;6WbADFqMvR8N5u0BvtsWQE;0,00179;0,652;181673;0,855;0;0,0404;-4,832;1;0,0441;134,009;0,279
0.69;1;2eAZfqOm4EnOF9VvN50Tyc;0,617;0,703;221747;0,757;0;0,106;-3,612;1;0,05;82,008;0,696
0.72;8;7vu0JkJh0ldukEYbTVcqd0;0,401;0,728;176320;0,415;0;0,0616;-6,852;1;0,0639;114,145;0,455
0.78;1;1LszjjoVwDDZcWUQbzeDLG;0,0583;0,808;223147;0,69;0;0,103;-4,151;1;0,148;125,086;0,64
0.54;6;3qk4wRMDlaeagZGjSYbsOV;0,263;0,558;203960;0,766;0;0,32;-5,953;0;0,231;96,281;0,182
0.84;0;7foypmc7KZyU716Yv63BPe;0,00823;0,857;140793;0,642;0;0,106;-3,656;1;0,0588;150,06;0,0658
0.84;0;32OlwWuMpZ6b0aN2RZOeMS;0,00801;0,856;269667;0,609;8,15e-05;0,0344;-7,223;1;0,0824;114,988;0,928
0.72;0;38yBBH2jacvDxrznF7h08J;0,0129;0,734;188174;0,418;0;0,0579;-6,678;1;0,0425;85,909;0,868
0.63;8;1Qg9jWGDkKAGZXj5v2OG59;0,0889;0,659;190643;0,604;0;0,105;-5,084;1;0,0542;126,135;0,407
0.63;5;5b88tNINg4Q4nrRbrCXUmg;0,219;0,647;232720;0,822;0;0,0908;-4,662;0;0,183;160,019;0,962
0.66;10;630sXRhIcfwr2e4RdNtjKN;0,0716;0,684;217440;0,619;0;0,122;-7,005;1;0,0386;125,046;0,284
0.63;2;72jbDTw1piOOj770jWNeaG;0,0215;0,653;221507;0,658;1,66e-06;0,0939;-6,428;1;0,0304;99,99;0,219
0.78;5;209gZgcfLq2aUuu51vOWBl;0,0309;0,792;205520;0,819;0;0,389;-5,418;1;0,0867;89,98;0,433
0.72;6;5EId1m4DNwTf3at31w8bPJ;0,2;0,735;233827;0,703;0;0,259;-4,249;1;0,0611;120,007;0,323
0.72;9;0L7loeTIg6akW84aEQZpCT;0,0375;0,746;166138;0,877;0,000833;0,233;-3,782;0;0,0666;107,985;0,751
0.72;10;1louJpMmzEicAn7lzDalPW;0,0575;0,741;223504;0,667;0;0,106;-5,445;1;0,134;112,956;0,595
0.66;0;6JV2JOEocMgcZxYSZelKcc;0,0123;0,667;236002;0,83;0;0,191;-5,715;1;0,0749;113,03;0,701
0.63;10;5lXcSvHRVjQJ3LB2rLKQog;0,0887;0,65;239120;0,658;0,00403;0,0526;-10,908;0;0,085;100,541;0,883
0.81;7;76cy1WJvNGJTj78UqeA5zr;0,0403;0,836;217947;0,544;0;0,0824;-5,975;1;0,0943;97,028;0,51
0.27;2;2xGjteMU3E1tkEPVFBO08U;0,00583;0,284;234707;0,704;0,000115;0,0424;-7,276;1;0,186;191,702;0,1
0.66;5;7F9vK8hNFMml4GtHsaXui6;0,207;0,683;190428;0,53;0;0,394;-4,918;0;0,142;75,016;0,645
0.66;9;2374M0fQpWi3dLnB54qaLX;0,257;0,671;295893;0,373;7,95e-05;0,0481;-18,064;1;0,0323;92,717;0,732
0.75;5;6urLjX35oXXRYtcH1b3dCh;0,0595;0,767;228431;0,529;0;0,089;-4,421;0;0,0495;138,076;0,247
0.84;0;6ElmxV9B2mSNscEjP27M7i;0,242;0,855;192000;0,868;0,00187;0,162;-3,475;1;0,153;115,979;0,632
0.51;0;2RttW7RAu5nOAfq6YFvApB;0,536;0,522;207520;0,385;0;0,135;-7,355;1;0,0288;89,792;0,236
0.75;3;1OOtq8tRnDM8kG2gqUPjAj;0,0491;0,779;258040;0,867;7,98e-06;0,197;-3,704;0;0,0457;138,858;0,915
0.75;1;6eYxmK9fdL4hwLnXG2zY3s;0,259;0,763;126346;0,726;0;0,0976;-6,405;1;0,282;139,059;0,349
0.84;1;4c2W3VKsOFoIg2SFaO6DY5;0,158;0,855;180757;0,624;0;0,0513;-4,093;1;0,0488;117,959;0,962
0.90;1;4knL4iPxPOZjQzTUlELGSY;0,022;0,91;276333;0,444;0;0,137;-8,126;0;0,344;149,953;0,53
0.84;8;6mICuAdrwEjh6Y6lroV2Kg;0,187;0,852;195840;0,773;3,05e-05;0,159;-2,921;0;0,0776;102,034;0,907
0.66;1;2vjmyyAnDUzilFYxOlTdO1;0,0485;0,689;157643;0,761;0;0,136;-4,939;1;0,13;78,514;0,698
0.48;4;4bHsxqR3GMrXTxEPLuK5ue;0,127;0,5;250987;0,748;0;0,447;-9,072;1;0,0363;118,852;0,514
0.75;10;3ZFTkvIE7kyPt6Nu3PEa7V;0,284;0,778;218093;0,824;0;0,405;-5,892;0;0,0712;100,024;0,756
0.84;9;5Y9fnynLlIvqtM710MHzfz;0,165;0,855;226800;0,664;3,97e-05;0,0937;-7,11;0;0,0607;98,015;0,626
